1,177.869995
2,175.929993
3,175.759995
4,173.490005
5,175.020004
6,178.529999
7,177.529999
8,179.210007
9,179.25
10,183.240005
11,182.539993
12,181.009995
13,180.119995
14,180.949997
15,182.550003
16,180.580002
17,182.509995
18,180.75
19,175.520004
20,171.830002
21,177.169998
22,172.520004
23,170.350006
24,175.160004
25,171.600006
26,172.470001
27,173.690002
28,175.800003
29,169.699997
30,170.339996
31,174.720001
32,172.360001
33,174.800003
34,174.270004
35,173.869995
36,178.339996
37,179.460007
38,179.009995
39,177.080002
40,175.429993
41,173.240005
42,172.470001
43,178.160004
44,175.940002
45,178.270004
46,180.25
47,185.820007
48,186.479996
49,188.169998
50,189.100006
51,190.529999
52,190.630005
53,193.050003
54,193.350006
55,192.119995
56,192
57,192.380005
58,191.199997
59,190.399994
60,191.199997
61,191.619995
62,192.990005
63,191.910004
64,191.169998
65,189.529999
66,191.759995
67,190.119995
68,195.369995
69,197.729996
70,199.360001
71,203.210007
72,199.539993
73,200.039993
74,198.490005
75,200.130005
76,199.410004
77,199.309998
78,199.529999
79,201.130005
80,199.690002
81,201.539993
82,200.779999
83,201.479996
84,194.979996
85,196.460007
86,193.179993
87,197.100006
88,196.520004
89,197.669998
90,196.289993
91,198.869995
92,199.520004
93,200.929993
94,201.520004
95,203.839996
96,207.779999
97,205.910004
98,204.080002
99,206.369995
100,208.360001
101,206.059998
102,206.710007
103,207.839996
104,209.580002
105,214.160004
106,207.369995
107,202.940002
108,197.869995
109,198
110,201.199997
111,202.009995
112,201.199997
113,201.539993
114,202.619995
115,202.860001
116,203.600006
117,202.649994
118,202.309998
119,203.880005
120,200.240005
121,203.600006
122,203.210007
123,204.75
124,203.089996
125,204.309998
126,205.220001
127,209.399994
128,211.529999
129,212.630005
130,214.570007
131,213.800003
132,215.559998
133,216.820007
134,211.160004
135,212.770004
136,211.089996
137,211.669998
138,213.449997
139,214.029999
140,217.220001
141,217.960007
142,216.470001
143,220.050003
144,218.190002
145,221.389999
146,221.899994
147,221.350006
148,222.119995
149,222.259995
150,222.309998
151,222.610001
152,223.770004
153,222.369995
154,223.130005
155,216.149994
156,213.259995
157,208.259995
158,209.759995
159,196.690002
160,194.509995
161,204.220001
162,200.320007
163,207.779999
164,207.380005
165,203.619995
166,203.059998
167,204.5
168,202.429993
169,195.690002
170,204.199997
171,197.490005
172,191.039993
173,187.729996
174,197.669998
175,199.710007
176,197.720001
177,197.979996
178,199.149994
179,208.240005
180,208.860001
181,205.619995
182,199.139999
183,198.169998
184,197.580002
185,200.710007
186,199.039993
187,189.279999
188,187.059998
189,187.660004
190,182.600006
191,191.850006
192,192.979996
193,202.279999
194,196.660004
195,201.070007
196,209.860001
197,200.490005
198,202.990005
199,196.5
200,198.059998
201,197.740005
202,200.289993
203,198.960007
204,195.330002
205,190.449997
206,191.610001
207,187.119995
208,182.710007
209,175.190002
210,174.649994
211,186.429993
212,188.690002
213,186.160004
214,188.649994
215,189.740005
216,181.179993
217,189.759995
218,191.220001
219,192.279999
220,195.770004
221,196.949997
222,195.899994
223,195.429993
224,196.520004
225,197.770004
226,199.309998
227,202
228,199.460007
229,198.350006
230,199.789993
231,202.940002
232,200.160004
233,199.240005
234,204.020004
235,211.130005
236,213.770004
237,214.910004
238,215.860001
239,215.300003
240,213.970001
241,216.580002
242,217.100006
243,218.910004
244,220.539993
245,219.809998
246,222.110001
247,220.589996
248,221.110001
249,219.309998
250,223.320007
251,223.320007
252,224
253,224.570007
254,224.770004
255,227.25
256,226.289993
257,226.220001
258,224.470001
259,222.410004
260,221.869995
261,225.639999
262,226.940002
263,228.5
264,229.509995
265,231.169998
266,230.389999
267,231.009995
268,229.889999
269,235.869995
270,230.759995
271,230.419998
272,233.289993
273,232.520004
274,234.860001
275,235.449997
276,239.050003
277,239.259995
278,238.929993
279,236.059998
280,236.630005
281,236.270004
282,235.910004
283,237.059998
284,236.039993
285,238.830002
286,239.149994
287,240.089996
288,241
289,240.889999
290,243.050003
291,243.490005
292,245.289993
293,245.610001
294,246.679993
295,247.130005
296,254.240005
297,248.75
298,247.190002
299,247.949997
300,248.639999
301,245.059998
302,245.330002
303,245.309998
304,247.429993
305,241.380005
306,245.940002
307,249.149994
308,253.419998
309,252.550003
310,253.490005
311,255.360001
312,256.899994
313,249.729996
314,251.479996
315,253.429993
316,253.559998
317,254.190002
318,251.490005
319,242.259995
320,249.179993
321,256.26001
322,257.829987
323,265.799988
324,266.100006
325,263.660004
326,263.850006
327,261.200012
328,260.100006
329,259.200012
330,258.809998
331,259.869995
332,266.790009
333,264.470001
334,265.299988
335,259.730011
336,261.299988
337,261.100006
338,264.529999
339,266.769989
340,270.570007
341,273.079987
342,272.140015
343,271.230011
344,273.339996
345,275.380005
346,278.320007
347,279.540009
348,279.369995
349,276.619995
350,275.279999
351,276.779999
352,275.600006
353,278.609985
354,278.970001
355,280.25
356,279.350006
357,282.070007
358,281.440002
359,278.160004
360,272.269989
361,274.160004
362,269.450012
363,256.839996
364,264.679993
365,269.309998
366,278.040009
367,274.950012
368,270
369,274.529999
370,267.149994
371,271.890015
372,274.359985
373,278.070007
374,277.040009
375,282.01001
376,280.769989
377,271.890015
378,276.429993
379,276.640015
380,278.23999
381,281.380005
382,281.369995
383,280.109985
384,286.100006
385,292.079987
386,291.380005
387,283.359985
388,272.329987
389,269.950012
390,276.399994
391,276.320007
392,274.079987
393,276.25
394,275.100006
395,275.910004
396,271.170013
397,273.149994
398,271.119995
399,272.75
400,273.890015
401,269.130005
402,271.570007
403,270.940002
404,264.480011
405,268.290009
406,274.059998
407,272.190002
408,267.070007
409,272.23999
410,273.829987
411,275.910004
412,276.380005
413,278.559998
414,278.269989
415,276.51001
416,270.630005
417,274.299988
418,261.26001
419,260.850006
420,268.75
421,270.190002
422,275.929993
423,274.290009
424,277.149994
425,276.809998
426,279.049988
427,276.329987
428,269
429,269.859985
430,272.790009
431,274.890015
432,277
433,277.140015
434,278.070007
435,279.630005
436,280.779999
437,280.859985
438,285.309998
439,285.380005
440,284.450012
441,282.570007
442,287.609985
443,289.380005
444,291.700012
445,292.230011
446,286.470001
447,287.089996
448,286.839996
449,289.850006
450,290.399994
451,289.059998
452,288.609985
453,290.049988
454,292.209991
455,296.089996
456,296.959991
457,296
458,294.73999
459,297.529999
460,298.570007
461,297.269989
462,297.480011
463,299.200012
464,300.73999
465,297.720001
466,298.589996
467,303.390015
468,300.429993
469,301.230011
470,300.209991
471,305.100006
472,309.100006
473,311.170013
474,315.209991
475,310.640015
476,314.25
477,320.299988
478,323.660004
479,321.929993
480,324.309998
481,324.980011
482,323.670013
483,315.769989
484,320.269989
485,320.320007
486,324.459991
487,315.940002
488,324.519989
489,329.119995
490,328.320007
491,329.299988
492,327
493,330.279999
494,330.920013
495,334.160004
496,335.839996
497,340.950012
498,341.23999
499,344.559998
500,344.450012
501,339.700012
